City,Country,Continent,Population (2024),Population (2023),Growth Rate,Population Change
La Plata,Argentina,South America,0.004775993531582388,0.005111408663039007,0.3303411131059246,9679
Liverpool,United Kingdom,Europe,0.004752784401286524,0.005193566340844016,0.25493716337522443,5839
Ashgabat,Turkmenistan,Asia,0.004717860709964546,0.0047910321110376936,0.5224416517055656,19248
Concepcion,Chile,South America,0.004699023915826314,0.005051792243964209,0.3177737881508079,9054
Charlotte,United States,North America,0.0046827720248253,0.0049739124692758825,0.362657091561939,11303
Puducherry,India,Asia,0.004654035601650917,0.004671195978858823,0.5655296229802513,21297
Changde,China,Asia,0.004647050863386522,0.004680930950694866,0.5529622980251347,20688
Bergamo,Italy,Europe,0.004637398725076274,0.005093309842160734,0.24416517055655296,5299
Firozabad,India,Asia,0.004624831695994272,0.004572612249983989,0.6175942549371634,23830
Erbil,Iraq,Asia,0.004608909792627798,0.004636451727263714,0.5583482944344704,20923
Tyumen,Russia,Asia,0.0045875430932914366,0.004831123741528658,0.3985637342908438,13047
Trujillo,Peru,South America,0.004581218330296118,0.004833344960454625,0.3931777378815081,12736
Liaoyang,China,Asia,0.004570383736295442,0.0047454834118273725,0.4506283662477559,15546
Shangqiu,China,Asia,0.004558971663934323,0.00459243868558246,0.55475763016158,20712
Ulsan,South Korea,Asia,0.004517090733317495,0.005075704625488231,0.17055655296229805,1566
Tuxtla Gutierrez,Mexico,North America,0.004483404495625037,0.004663270889110609,0.44703770197486536,15381
Columbus,United States,North America,0.004389935498142046,0.0049684554005565255,0.1561938958707361,853
Kuerle,China,Asia,0.004309885997796949,0.004054547213571354,0.7809694793536806,31269
Soshanguve,South Africa,Africa,0.004285219422115207,0.004514092729144235,0.414721723518851,13614
Xingtai,China,Asia,0.004235776274873541,0.004353040645783481,0.4991023339317774,17689
Culiacan,Mexico,North America,0.004231376439746363,0.004414439524490228,0.4488330341113106,15290
Quzhou,China,Asia,0.0041959302680030335,0.003943787914287497,0.7827648114901257,31164
Cherthala,India,Asia,0.004173903593397598,0.003916584838058335,0.7863554757630161,31355
Huangshi,China,Asia,0.0039343050717532,0.004093871015297783,0.47037701974865354,16177
Fuxin,China,Asia,0.003842458513473354,0.0040719604730527215,0.42010771992818674,13636
Hufuf Mubarraz,Saudi Arabia,Asia,0.003704578680175409,0.0039706893435020214,0.3931777378815081,12315
Libreville,Gabon,Africa,0.003681672038544536,0.003897608498592022,0.4326750448833034,14147
Yongzhou,China,Asia,0.0036653376506348874,0.0036439233592815597,0.6157989228007181,22804
Xinghua,China,Asia,0.0036559880009896344,0.003683850455037267,0.5780969479353681,21008
Donetsk,Ukraine,Europe,0.003634621301653273,0.00438964962437817,0.02872531418312388,-5507
Yibin,China,Asia,0.0036145745528550696,0.0037642530956661993,0.48473967684021546,16570
Enugu,Nigeria,Africa,0.0034515606613931167,0.0032610510303384514,0.7540394973070018,28992
Tainan,Taiwan,Asia,0.003447160826265939,0.0038935499751223505,0.2585278276481149,5767
Indianapolis (balance),United States,North America,0.0034113296689489807,0.004105525559045156,0.07360861759425494,-3266
Xinyang,China,Asia,0.003388753014952648,0.003497734247005689,0.5188509874326751,18077
Ipoh,Malaysia,Asia,0.003365543884656784,0.0035535115222578226,0.45780969479353684,15199
Luzhou,China,Asia,0.0033185206467350667,0.0035660710070491083,0.4129263913824058,13031
Banghazi,Libya,Africa,0.003312690865191554,0.0036079176747161462,0.3752244165170557,11293
Maiduguri,Nigeria,Africa,0.0033044136753585494,0.0032113341178349533,0.6804308797127468,25454
Yangquan,China,Asia,0.0032874743101189152,0.003400082881630642,0.5188509874326751,17955
Huaihua,China,Asia,0.0032871993204234666,0.003184103619149916,0.6894075403949731,25821
Xiaogan,China,Asia,0.0032845594193471606,0.0033438668470844903,0.5601436265709157,19899
Tianshui,China,Asia,0.0029873780554758173,0.003012027708526939,0.5942549371633752,21193
Bozhou,China,Asia,0.0028849168949516557,0.0028103629680135724,0.6768402154398564,24821
Kottayam,India,Asia,0.0028488657458783373,0.0024950869928052274,0.9084380610412927,35007
Zhuji,China,Asia,0.002820624304155764,0.0029380693450289028,0.5242369838420108,17826
Kunshan,China,Asia,0.0027873780499760234,0.0027085982342570994,0.6822262118491922,24985
Quebec City,Canada,North America,0.0027780833982698587,0.0031976777348086197,0.2854578096947935,6812
Palermo,Italy,Europe,0.0027553142514867117,0.003346801049863242,0.15080789946140036,546
Winnipeg,Canada,North America,0.0027283102633936553,0.003111543800901565,0.31418312387791747,8143
Orumiyeh,Iran,Asia,0.0027060910960014055,0.0029687276506984613,0.40933572710951527,12543
Eskisehir,Turkey,Asia,0.0026939640504321204,0.002918407444165688,0.4398563734290844,13937
Benguela,Angola,Africa,0.002562106491464499,0.0022438972969794947,0.888689407540395,33739
Jincheng,China,Asia,0.0025269353094166183,0.0024794287704999335,0.6642728904847397,23871
Valencia,Spain,Europe,0.0024675925331388016,0.0030345689672571508,0.17235188509874327,1469
Heze,China,Asia,0.002444438400782026,0.00271855258574015,0.40394973070017953,12151
Saratov,Russia,Asia,0.002410312179576851,0.003036653073903741,0.125673249551167,-690
Nellore,India,Asia,0.0024095697073991396,0.0024310555583343663,0.6104129263913824,21367
Huludao,China,Asia,0.0023733810634780986,0.0025637528223191597,0.47217235188509876,15212
Zanzibar,Tanzania,Africa,0.002359796572522936,0.0019845357093026643,0.9443447037701975,35840
Barcelona Puerto La Cruz,Venezuela,South America,0.002358559118893419,0.0026857553285122467,0.362657091561939,10224
Bikaner,India,Asia,0.002358476621984785,0.0024933868005409046,0.5188509874326751,17236
Haicheng,China,Asia,0.0023264953204041074,0.0025653981696717315,0.4344703770197487,13447
Gebze,Turkey,Asia,0.0022363261992664994,0.002351557858749343,0.5368043087971275,17966
Taixing,China,Asia,0.002216059458711936,0.002298276026981943,0.5637342908438061,19172
Liaocheng,China,Asia,0.002199037596563664,0.0023508722973524417,0.5080789946140036,16635
Zhumadian,China,Asia,0.0021813557591463147,0.0021086771670540926,0.6947935368043089,24824
Newcastle Upon Tyne,United Kingdom,Unknown,0.0021635089279117004,0.0026267970483784785,0.25493716337522443,5281
Langfang,China,Asia,0.0021430221956007765,0.002199061581621954,0.5870736086175943,20134
Bucheon,South Korea,Asia,0.00211420327551776,0.002724146766738888,0.13824057450628366,-62
Sulaimaniya,Iraq,Asia,0.002011907108810867,0.002006007492253707,0.6427289048473969,22406
Xalapa,Mexico,North America,0.0020026674550437905,0.0022870328200727125,0.4021543985637343,11822
Anqiu,China,Asia,0.0019724735864835308,0.0017629896882790722,0.8168761220825853,29834
Sorocaba,Brazil,South America,0.0019633989265337264,0.0023495285970145073,0.31956912028725315,8115
Gaomi,China,Asia,0.001955671716091619,0.0019284293645800178,0.6624775583482945,23190
Dasmarinas,Philippines,Asia,0.0019483019922535948,0.002055559870021949,0.5493716337522442,18286
Cagayan De Oro City,Philippines,Asia,0.0019321050991916722,0.002071848808812393,0.5224416517055656,17103
Hanchuan,China,Asia,0.0018898666819707616,0.001870046956019649,0.6570915619389587,22926
Meishan,China,Asia,0.001869957428020281,0.0018953030378816016,0.6193895870736087,21281
Bologna,Italy,Europe,0.0018372611532314377,0.002377280122361193,0.19569120287253144,2516
Ar Rayyan,Qatar,Asia,0.0018103396620470155,0.0019398919511362557,0.533213644524237,17487
Thessaloniki,Greece,Europe,0.001785893078121631,0.002382545233889418,0.15080789946140036,456
Muzaffarnagar,India,Asia,0.001772446082014191,0.0017433277874158576,0.6678635547576302,23277
Kayamkulam,India,Asia,0.0017418672278803025,0.0016056122140057257,0.7612208258527828,27187
Nottingham,United Kingdom,Unknown,0.0017335900380473016,0.0021695550190991945,0.2800718132854578,6321
Nakhon Ratchasima,Thailand,Asia,0.0016887117197500814,0.0020350752954824483,0.355475763016158,9593
Danyang,China,Asia,0.0016613227460833997,0.0017033184242925235,0.6104129263913824,20695
Amravati,India,Asia,0.0016011824996887795,0.0017818837603777553,0.49371633752244165,15643
Jiaozuo,China,Asia,0.0015961226892925277,0.0018885296912801858,0.4003590664272891,11570
Vereeniging,South Africa,Africa,0.0014537055260196753,0.0018177249102079122,0.3429084380610413,8973
Gorakhpur,India,Asia,0.0014188918305758809,0.0016627606120516655,0.44344703770197486,13358
Gaza,Palestine,Asia,0.001391447858970104,0.0013860954547169728,0.6570915619389587,22449
Frankfurt,Germany,Europe,0.0013885054692288033,0.0018865552744571044,0.2315978456014363,4092
Anqing,China,Asia,0.0012636051495560352,0.0014230609252380497,0.5188509874326751,16452
Niigata,Japan,Asia,0.001261652722718349,0.001925714541448277,0.0969479353680431,-1949
Oshogbo,Nigeria,Africa,0.0012586828340075025,0.0012031328291111539,0.7055655296229802,24293
Linhai,China,Asia,0.0012578303659516142,0.0013282066503623735,0.5960502692998204,19701
Shaoguan,China,Asia,0.0012166369095734063,0.001551809355576677,0.36983842010771995,10049
Erduosi Ordoss,China,Asia,0.0012128970497153058,0.0012800802402996928,0.599640933572711,19822
Merca,Somalia,Africa,0.001196452665927477,0.0008909007465050661,0.9299820466786356,33416
Bur Sa'id,Egypt,Africa,0.0011794033048096626,0.0013886457431134536,0.4775583482944345,14645
Kitwe,Zambia,Africa,0.0011635913973213653,0.0009691095906639059,0.8312387791741472,29369
Yan'an,China,Asia,0.0011495394238839399,0.001084475862534958,0.7163375224416517,24651
Cuttack,India,Asia,0.0010868142743521055,0.0013140292406743914,0.4649910233393178,13999
Hamilton,Canada,North America,0.0010121545720378003,0.0014645236785228236,0.27289048473967686,5796
Zaria,Nigeria,Africa,0.0009943902377118168,0.0010520899421452012,0.6140035906642729,20190
Banjarmasin,Indonesia,Asia,0.0009649113423597228,0.0011878859436440029,0.47037701974865354,14166
Dengzhou,China,Asia,0.0009076034898282265,0.0008640541622022928,0.7055655296229802,23891
Belgaum,India,Asia,0.0009070260114677868,0.0010837354562263021,0.5116696588868941,15859
Malegaon,India,Asia,0.0008769146398161613,0.0010142743754919595,0.5457809694793536,17297
Zigong,China,Asia,0.0008152894490661214,0.0011087995808971227,0.41113105924596055,11609
Qingyuan,China,Asia,0.0007862505372267445,0.0010733423454492332,0.4165170556552963,11846
Yuncheng,China,Asia,0.000746789515929866,0.0007423258805679678,0.6750448833034112,22482
Shaoyang,China,Asia,0.0007250928289589675,0.0009194201006162833,0.4991023339317774,15235
Yanji,China,Asia,0.0007049635832521266,0.0008112385121847865,0.5780969479353681,18448
Tirupati,India,Asia,0.0006989963068608912,0.0006883859098595381,0.6822262118491922,22711
Maturin,Venezuela,South America,0.0006891516757638293,0.0008375914922817869,0.5403949730700179,16912
Yuxi,China,Asia,0.0006687749393310856,0.0006159357814346927,0.7199281867145423,24254
Akure,Nigeria,Africa,0.0006353636913340767,0.00045877768680835374,0.8348294434470377,28770
Tongliao,China,Asia,0.0006247765880593031,0.0007820061742207854,0.5350089766606823,16598
Sialkot,Pakistan,Asia,0.0005754434366958203,0.000704318356723594,0.5601436265709157,17637
Tongling,China,Asia,0.0005498693950190953,0.0006931025722702391,0.547576301615799,17116
Krakow,Poland,Europe,0.0005323800503885638,0.0011456005166829465,0.1400359066427289,-21
Ansan,South Korea,Asia,0.0005165956418698124,0.0010711759714350164,0.1903052064631957,2119
Wuzhou,China,Asia,0.0005080709613109018,0.000659180994351416,0.5421903052064632,16833
Dazhou,China,Asia,0.00048112197115693714,0.0005653413503431542,0.6032315978456015,19275
Suining Sichuan,China,Asia,0.00043588616625563417,0.0006157986691553118,0.5188509874326751,15790
Mangalore,India,Asia,0.00036507631967761314,0.000587718074338113,0.48114901256732495,14239
Jiamusi,China,Asia,0.0003263302715888969,0.0006066395688926682,0.43087971274685816,12140
Al Hudaydah,Yemen,Asia,0.00025081810121870343,0.0001935476935740199,0.7378815080789947,24458
Seattle,United States,North America,0.00021878180169893763,0.0007125176710305672,0.24416517055655296,4368
Sargodha,Pakistan,Asia,0.00021666438104398292,0.00038876815695648714,0.5296229802513466,16097
Tamale,Ghana,Africa,0.000205417302500132,5.832756364861774e-05,0.822262118491921,27738
Sao Jose Dos Campos,Brazil,South America,0.000195270182738079,0.0005908716567638722,0.3303411131059246,7949
Bacoor,Philippines,Asia,0.000192465287844501,0.00033019379120498293,0.5619389587073609,17353
Dongtai,China,Asia,0.00017346349988900042,0.0002895537115964984,0.5816876122082586,18144
Zhangjiagang,China,Asia,0.00015718410991844012,0.0001691691303001043,0.6768402154398564,21942
Nanded Waghala,India,Asia,0.00015237179024809103,0.00029920641606491147,0.55475763016158,17025
Xianyang Shaanxi,China,Asia,0.00012127045569285122,0.00043464592563732113,0.40394973070017953,10955
Amara,Iraq,Asia,0.00010097621616874178,4.483571535754058e-05,0.7414721723518851,24432
Zarqa,Jordan,Asia,9.228654179256265e-05,0.0005700305902979798,0.2585278276481149,4964
Bhavnagar,India,Asia,4.006599862686755e-05,0.00026015683889724084,0.4901256732495512,14365
Sheffield,United Kingdom,Europe,3.4841194413343796e-05,0.0005000484829019922,0.2710951526032316,5427
Huambo,Angola,Africa,3.467620059607532e-05,0.0,0.7235188509874327,23656
Ribeirao Preto,Brazil,South America,3.7948577971923247e-06,0.00039691262635170935,0.3357271095152603,8059
Panzhihua,China,Asia,0.0,0.0002976433360799696,0.42010771992818674,11541
